original_image_id,source_file,output_file,assigned_condition,distortion,severity,parameters,seed
49338,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000049338.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000049338.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 583.0183272737765, 'psnr': 20.473981537782528}",42
49660,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000049660.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000049660.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 381.85409381237525, 'psnr': 22.311829098847884}",42
50013,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000050013.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000050013.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2600.344509242958, 'psnr': 13.980494711464894}",42
50056,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000050056.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000050056.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2561.3345862814467, 'psnr': 14.046140469506295}",42
50106,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000050106.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000050106.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 62.55659307875895, 'psnr': 30.16807272468697}",42
53729,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000053729.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000053729.jpg,clean,,,{'condition': 'clean'},42
53823,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000053823.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000053823.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3424.102952200156, 'psnr': 12.78533546772768}",42
54130,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000054130.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000054130.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2236.7381380208335, 'psnr': 14.63465218018217}",42
56456,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000056456.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000056456.jpg,clean,,,{'condition': 'clean'},42
56699,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000056699.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000056699.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 114.2469609215886, 'psnr': 27.552357046208908}",42
56718,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000056718.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000056718.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 105.52067823118917, 'severity': 'mild', 'mse': 413.3594424715909, 'psnr': 21.967524980949527}",42
58157,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000058157.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000058157.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 95.07397424768519, 'psnr': 28.350187123585556}",42
59167,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000059167.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000059167.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 1062.3773638758782, 'psnr': 17.86801552278201}",42
59262,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000059262.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000059262.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2482.222959659984, 'psnr': 14.182395725041028}",42
60080,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000060080.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000060080.jpg,clean,,,{'condition': 'clean'},42
60387,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000060387.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000060387.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 16.28703800721482, 'severity': 'mild', 'mse': 141.25062329234973, 'psnr': 26.630899879740916}",42
60647,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000060647.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000060647.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 82.04177983839564, 'psnr': 28.99045287357719}",42
60904,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000060904.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000060904.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 407.9710589897885, 'psnr': 22.024510050496914}",42
60951,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000060951.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000060951.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 14.097403325716032, 'severity': 'severe', 'mse': 429.803231118267, 'psnr': 21.798106848182112}",42
61877,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000061877.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000061877.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 70.50949652777778, 'psnr': 29.648327472543844}",42
62060,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000062060.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000062060.jpg,clean,,,{'condition': 'clean'},42
62109,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000062109.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000062109.jpg,clean,,,{'condition': 'clean'},42
62230,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000062230.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000062230.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4720.741799045139, 'psnr': 11.390701135221207}",42
62464,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000062464.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000062464.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 1037.4001063368055, 'psnr': 17.971340726937783}",42
63791,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000063791.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000063791.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 365.2237553794992, 'psnr': 22.505213431154406}",42
65518,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000065518.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000065518.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 938.5037380642361, 'psnr': 18.406443541103986}",42
67023,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000067023.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000067023.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3032.174832986936, 'psnr': 13.313261220832132}",42
68287,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000068287.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000068287.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 271.0237109375, 'psnr': 23.800730733925597}",42
68701,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000068701.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000068701.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 100.37843652647975, 'psnr': 28.11439933949153}",42
68973,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000068973.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000068973.jpg,clean,,,{'condition': 'clean'},42
69411,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000069411.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000069411.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 2584.694151451311, 'psnr': 14.006712007476265}",42
70478,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000070478.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000070478.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 108.15802191840278, 'psnr': 27.79021624927321}",42
72615,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000072615.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000072615.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 6.2666753407292415, 'severity': 'mild', 'mse': 160.7813031111111, 'psnr': 26.068448166282415}",42
72769,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000072769.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000072769.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 227.1691463694853, 'psnr': 24.567310147769398}",42
72829,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000072829.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000072829.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 89.39678469654746, 'severity': 'mild', 'mse': 586.2753729585427, 'psnr': 20.44978709242967}",42
73199,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000073199.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000073199.jpg,clean,,,{'condition': 'clean'},42
